  t                         w                         U                         I                         alpha
  0.27500000000000002        4.9945804254240338        5.0000000000000000       7.37604093702439248E-003   2.2127068198683495     
  0.27600000000000002        4.9947125225015636        5.0000000000000000       7.19625681598929246E-003   2.2221489821918459     
  0.27700000000000002        4.9948413622865369        5.0000000000000000       7.02090587008754111E-003   2.2315913911053067     
  0.27800000000000002        4.9949670426194475        5.0000000000000000       6.84985493840862582E-003   2.2410340392018173     
  0.27900000000000003        4.9950896609920061        5.0000000000000000       6.68297133473272961E-003   2.2504769191008691     
  0.28000000000000003        4.9952092920029987        5.0000000000000000       6.52015353011574112E-003   2.2599200251550373     
  0.28100000000000003        4.9953260084337510        5.0000000000000000       6.36130246917345279E-003   2.2693633518544876     
  0.28200000000000003        4.9954398812924135        5.0000000000000000       6.20632150981185581E-003   2.2788068938236217     
  0.28300000000000003        4.9955509798571596        5.0000000000000000       6.05511636443936078E-003   2.2882506458178069     
  0.28400000000000003        4.9956593717183351        5.0000000000000000       5.90759504259777760E-003   2.2976946027201866     
  0.28500000000000003        4.9957651228195736        5.0000000000000000       5.76366779500014047E-003   2.3071387595385646     
  0.28600000000000003        4.9958682974979203        5.0000000000000000       5.62324705892752047E-003   2.3165831114023732     
  0.28700000000000003        4.9959689585229734        5.0000000000000000       5.48624740496024815E-003   2.3260276535597031     
  0.28800000000000003        4.9960671671350720        5.0000000000000000       5.35258548499904525E-003   2.3354723813744198     
  0.28899999999999998        4.9961629830825460        5.0000000000000000       5.22217998156274902E-003   2.3449172903233366     
  0.28999999999999998        4.9962564646580763        5.0000000000000000       5.09495155831465440E-003   2.3543623759934666     
  0.29099999999999998        4.9963476687341561        5.0000000000000000       4.97082281179505626E-003   2.3638076340793366     
  0.29199999999999998        4.9964366507976870        5.0000000000000000       4.84971822432856640E-003   2.3732530603803674     
  0.29299999999999998        4.9965234649837393        5.0000000000000000       4.73156411808577614E-003   2.3826986507983214     
  0.29399999999999998        4.9966081641084887        5.0000000000000000       4.61628861025448027E-003   2.3921444013348023     
  0.29499999999999998        4.9966907997013426        5.0000000000000000       4.50382156930841018E-003   2.4015903080888314     
  0.29599999999999999        4.9967714220362973        5.0000000000000000       4.39409457234119297E-003   2.4110363672544666     
  0.29699999999999999        4.9968500801625169        5.0000000000000000       4.28704086343969192E-003   2.4204825751184931     
  0.29799999999999999        4.9969268219341769        5.0000000000000000       4.18259531308702408E-003   2.4299289280581582     
  0.29899999999999999        4.9970016940395832        5.0000000000000000       4.08069437846837833E-003   2.4393754225389737     
